id_siniestro,id_poliza,id_asegurado,id_vehiculo,id_conductor,id_proveedor,ramo,cobertura,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,monto_pagado,estado,sucursal,ciudad,descripcion,documentos_completos,beneficiario,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,historial_siniestros_vehiculo,historial_siniestros_conductor,historial_solo_rc_asegurado,tipo_impacto,hora_evento,tercero_identificado,evidencia_camaras,tipo_via,clima,documento_inconsistente,relato_ilogico,narrativa_cluster_id,similitud_narrativa_max,etiqueta_fraude_simulada,perfil_riesgo_generacion
SIN-00849,POL-00100,ASEG-00302,VEH-00126,COND-00455,PROV-0001,Vehiculos,Gastos Medicos por Accidente,2024-06-24,2024-06-26,6960,6350,2780,Negativa,Quito Sur,Quito,El asegurado indica que fue impactado al salir de un parqueadero y el tercero abandono el lugar.,Si,PROV-0001,44,321,2,0,0,0,0,Frontal,14,Si,No,Urbana,Neblina,No,No,,0.5,0,medio
SIN-00850,POL-00270,ASEG-00050,,,PROV-0052,Accidentes Personales,Accidente Personal,2025-08-17,2025-08-17,270,230,210,Reserva,Quito Norte,Quito,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0052,308,57,0,6,0,0,2,Estacionado,9,Si,No,Perimetral,Noche lluvia,No,No,,0.52,0,normal
SIN-00851,POL-00408,ASEG-00008,VEH-00243,COND-00427,PROV-0002,Vehiculos,Gastos Medicos por Accidente,2024-10-08,2024-10-16,12530,8130,7520,Cierre Sin Consecuencia,Quito Sur,Quito,Al salir de un parqueadero me chocaron y el otro vehiculo se fue del sitio.,No,PROV-0002,283,82,8,3,2,1,0,Volcadura,4,No,No,Urbana,Despejado,Si,Si,CLON-01,0.96,1,alto
SIN-00852,POL-00114,ASEG-00155,VEH-00107,COND-00066,PROV-0039,Vehiculos,Choque,2023-09-16,2023-09-17,4360,4830,2620,Reserva,Guayaquil Norte,Guayaquil,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0039,139,226,1,0,0,0,0,Sin impacto,11,Si,No,Parqueadero,Despejado,No,No,,0.29,0,normal
SIN-00853,POL-00369,ASEG-00278,VEH-00341,COND-00415,PROV-0047,Vehiculos,Cristales,2026-03-06,2026-03-08,580,590,470,Anticipo,Santo Domingo,Santo Domingo,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0047,273,92,2,4,4,1,1,Posterior,4,No,No,Parqueadero,Lluvia,No,No,,0.2,0,normal
SIN-00854,POL-00472,ASEG-00192,VEH-00249,COND-00158,PROV-0016,Vehiculos,Danos Propios,2025-09-17,2025-09-18,2610,3080,1040,Liquidado,Quito Sur,Quito,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0016,72,293,1,1,1,0,0,Estacionado,14,Si,No aplica,Parqueadero,Noche seca,No,Si,,0.5,0,normal
SIN-00855,POL-00461,ASEG-00201,VEH-00165,COND-00185,PROV-0030,Vehiculos,Choque,2025-06-24,2025-06-25,2140,2350,2140,Reserva,Manta,Manta,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0030,213,152,1,5,3,0,0,Posterior,16,Si,Si,Urbana,Lluvia,No,No,,0.54,0,normal
SIN-00856,POL-00268,ASEG-00281,VEH-00218,COND-00208,PROV-0022,Vehiculos,Choque,2024-11-25,2024-11-26,2360,2320,2360,Pago Total,Quito Centro,Quito,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0022,166,199,1,10,3,2,2,Posterior,0,Si,Si,Perimetral,Noche seca,No,No,,0.14,0,normal
SIN-00857,POL-00343,ASEG-00289,VEH-00017,COND-00333,PROV-0030,Vehiculos,Responsabilidad Civil,2025-01-20,2025-01-24,3080,3000,2460,Pago Parcial,Santo Domingo,Santo Domingo,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0030,85,280,4,0,0,0,0,Lateral,5,Si,No,Residencial,Noche seca,No,No,,0.39,0,normal
SIN-00858,POL-00474,ASEG-00045,VEH-00332,COND-00369,PROV-0016,Vehiculos,Choque,2024-07-17,2024-07-17,2180,1930,1310,Reserva,Manta,Manta,El asegurado indica que fue impactado al salir de un parqueadero y el tercero abandono el lugar.,No,PROV-0016,19,346,0,0,3,0,0,Volcadura,14,Si,Si,Interprovincial,Noche seca,No,No,,0.33,0,medio
SIN-00859,POL-00218,ASEG-00032,VEH-00070,COND-00367,PROV-0037,Vehiculos,Responsabilidad Civil,2026-05-18,2026-05-19,3290,3150,2630,Reserva,Quito Centro,Quito,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0037,289,76,1,6,3,2,2,Lateral,1,Si,Si,Parqueadero,Noche lluvia,No,No,,0.2,0,normal
SIN-00860,POL-00029,ASEG-00031,VEH-00130,COND-00441,PROV-0049,Vehiculos,Gastos Medicos por Accidente,2025-07-15,2025-07-15,440,400,260,Reserva,Machala,Machala,El vehiculo fue encontrado con danos al amanecer. No se identifica tercero responsable.,Si,PROV-0049,356,9,0,3,2,1,1,Lateral,14,Si,Si,Parqueadero,Noche lluvia,No,No,,0.47,0,medio
SIN-00861,POL-00215,ASEG-00238,VEH-00384,COND-00056,PROV-0022,Vehiculos,Choque,2025-08-07,2025-08-09,2700,2970,1080,Reserva,Quito Centro,Quito,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0022,297,68,2,6,1,0,2,Posterior,11,No,Si,Urbana,Noche seca,No,No,,0.26,0,normal
SIN-00862,POL-00477,ASEG-00201,VEH-00022,COND-00395,PROV-0007,Vehiculos,Choque,2025-06-28,2025-07-03,4780,3700,0,Reserva,Manta,Manta,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,No,PROV-0007,28,337,5,6,2,1,0,Frontal,3,No,No,Interprovincial,Noche seca,No,Si,,0.46,0,alto
SIN-00863,POL-00414,ASEG-00119,,,PROV-0020,Accidentes Personales,Accidente Personal,2024-11-22,2024-11-24,1930,1710,770,Reserva,Guayaquil Centro,Guayaquil,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0020,122,243,2,4,0,0,1,Posterior,20,No aplica,Si,Parqueadero,Noche lluvia,No,No,,0.19,0,normal
SIN-00864,POL-00270,ASEG-00050,,,PROV-0052,Accidentes Personales,Accidente Personal,2025-04-21,2025-04-23,350,420,140,Liquidado,Quito Centro,Quito,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,No,PROV-0052,190,175,2,5,0,0,2,Volcadura,4,No,Si,Urbana,Noche seca,No,No,,0.29,0,normal
SIN-00865,POL-00119,ASEG-00162,,,PROV-0052,Accidentes Personales,Accidente Personal,2023-06-05,2023-06-05,1390,1190,1110,Pago Parcial,Quito Sur,Quito,El asegurado indica que fue impactado al salir de un parqueadero y el tercero abandono el lugar.,Si,PROV-0052,39,326,0,0,0,0,0,Lateral,21,Si,Si,Perimetral,Noche lluvia,No,No,,0.51,0,medio
SIN-00866,POL-00215,ASEG-00238,VEH-00384,COND-00314,PROV-0060,Vehiculos,Choque,2025-08-29,2025-09-01,3870,3860,2320,Pago Total,Quito Norte,Quito,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0060,319,46,3,7,2,1,2,Estacionado,6,No aplica,Si,Residencial,Neblina,No,No,,0.51,0,normal
SIN-00867,POL-00258,ASEG-00110,VEH-00238,COND-00234,PROV-0029,Vehiculos,Responsabilidad Civil,2023-12-07,2023-12-07,530,570,420,Reserva,Guayaquil Sur,Guayaquil,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0029,220,145,0,3,1,0,1,Lateral,10,Si,No,Perimetral,Lluvia,No,No,,0.06,0,normal
SIN-00868,POL-00044,ASEG-00305,VEH-00352,COND-00130,PROV-0050,Vehiculos,Responsabilidad Civil,2025-09-14,2025-09-14,2340,2340,1870,Liquidado,Quito Norte,Quito,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0050,153,212,0,4,3,0,0,Multiple,7,Si,Si,Perimetral,Despejado,No,No,,0.57,0,normal
SIN-00869,POL-00148,ASEG-00160,VEH-00397,COND-00427,PROV-0032,Vehiculos,Perdida Total por Robo,2025-07-10,2025-07-22,42460,41020,25480,Anticipo,Quito Sur,Quito,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0032,30,335,12,0,0,2,0,Robo,1,No,Si,Perimetral,Neblina,No,No,,0.13,1,alto
SIN-00870,POL-00341,ASEG-00150,VEH-00299,COND-00032,PROV-0031,Vehiculos,Danos Propios,2024-10-21,2024-10-23,2750,3130,1650,Liquidado,Guayaquil Centro,Guayaquil,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0031,281,84,2,4,3,2,1,Posterior,8,No,No,Residencial,Noche lluvia,No,No,,0.06,0,normal
SIN-00871,POL-00470,ASEG-00125,VEH-00296,COND-00297,PROV-0047,Vehiculos,Cristales,2026-02-10,2026-02-12,520,510,0,Liquidado,Guayaquil Centro,Guayaquil,Se reporta choque nocturno con danos moderados. No hay fotografias del momento del accidente.,No,PROV-0047,141,224,2,3,1,1,3,Robo,3,No,Si,Perimetral,Noche seca,No,No,,0.11,0,medio
SIN-00872,POL-00150,ASEG-00130,VEH-00273,COND-00150,PROV-0050,Vehiculos,Robo Parcial,2024-03-01,2024-03-04,3800,3620,1520,Liquidado,Guayaquil Norte,Guayaquil,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0050,195,170,3,0,0,0,0,Robo,6,No aplica,Si,Residencial,Lluvia,No,No,,0.23,0,normal
SIN-00873,POL-00085,ASEG-00104,VEH-00293,COND-00101,PROV-0031,Vehiculos,Choque,2026-03-13,2026-03-18,11730,13390,0,Reserva,Guayaquil Sur,Guayaquil,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0031,287,78,5,1,1,3,1,Estacionado,22,Si,No aplica,Urbana,Lluvia,No,No,,0.15,0,normal
SIN-00874,POL-00165,ASEG-00180,VEH-00339,COND-00095,PROV-0019,Vehiculos,Responsabilidad Civil,2023-05-25,2023-05-26,5140,6360,5140,Reserva,Guayaquil Sur,Guayaquil,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0019,110,255,1,1,1,0,0,Frontal,13,No aplica,No,Interprovincial,Lluvia,No,No,,0.23,0,normal
SIN-00875,POL-00240,ASEG-00074,VEH-00385,COND-00107,PROV-0011,Vehiculos,Gastos Medicos por Accidente,2026-04-27,2026-04-30,950,790,950,Anticipo,Quito Norte,Quito,El vehiculo fue encontrado con danos al amanecer. No se identifica tercero responsable.,Si,PROV-0011,259,106,3,6,3,3,2,Posterior,11,Si,No,Perimetral,Despejado,No,No,,0.56,1,medio
SIN-00876,POL-00005,ASEG-00347,VEH-00319,COND-00287,PROV-0032,Vehiculos,Choque,2025-05-18,2025-05-22,11390,10500,6830,Pago Total,Quito Centro,Quito,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0032,246,119,4,1,2,2,1,Multiple,11,Si,No,Interprovincial,Despejado,No,No,,0.38,0,normal
SIN-00877,POL-00391,ASEG-00071,VEH-00215,COND-00293,PROV-0028,Vehiculos,Choque,2023-07-04,2023-07-06,6740,6120,2700,Liquidado,Loja,Loja,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0028,100,265,2,0,0,0,0,Estacionado,20,No,Si,Interprovincial,Noche seca,No,No,,0.57,0,normal
SIN-00878,POL-00311,ASEG-00034,VEH-00224,COND-00037,PROV-0022,Vehiculos,Responsabilidad Civil,2023-12-13,2023-12-14,2120,2070,2120,Pago Total,Guayaquil Centro,Guayaquil,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,No,PROV-0022,104,261,1,0,2,0,0,Lateral,9,Si,Si,Perimetral,Lluvia,No,No,,0.09,0,normal
SIN-00879,POL-00328,ASEG-00281,VEH-00206,COND-00139,PROV-0059,Vehiculos,Responsabilidad Civil,2024-03-05,2024-03-05,1550,1350,0,Pago Total,Quito Norte,Quito,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0059,146,219,0,3,3,0,0,Lateral,11,Si,No aplica,Parqueadero,Noche lluvia,No,No,,0.4,0,normal
SIN-00880,POL-00031,ASEG-00107,VEH-00026,COND-00317,PROV-0018,Vehiculos,Gastos Medicos por Accidente,2024-06-06,2024-06-07,670,580,400,Pago Total,Quito Sur,Quito,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0018,217,148,1,1,2,2,0,Posterior,14,Si,No,Perimetral,Noche lluvia,No,No,,0.13,0,normal
SIN-00881,POL-00239,ASEG-00191,VEH-00400,COND-00019,PROV-0006,Vehiculos,Danos Propios,2024-02-28,2024-03-05,1170,1410,0,Pago Parcial,Santo Domingo,Santo Domingo,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0006,269,96,6,1,1,1,1,Lateral,0,Si,No,Residencial,Despejado,No,No,,0.35,0,normal
SIN-00882,POL-00263,ASEG-00103,VEH-00381,COND-00300,PROV-0009,Vehiculos,Robo Parcial,2024-01-05,2024-01-08,2000,2430,800,Pago Total,Quito Sur,Quito,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0009,66,299,3,0,0,0,0,Robo,18,Si,Si,Interprovincial,Despejado,No,No,,0.56,0,normal
SIN-00883,POL-00061,ASEG-00221,VEH-00205,COND-00235,PROV-0002,Vehiculos,Choque,2025-06-02,2025-06-04,6190,7490,3710,Reserva,Guayaquil Centro,Guayaquil,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0002,51,314,2,0,0,1,0,Lateral,1,Si,Si,Interprovincial,Noche lluvia,No,Si,,0.47,0,normal
SIN-00884,POL-00074,ASEG-00079,,,PROV-0043,Hogar,Robo Domiciliario,2026-05-27,2026-05-28,2540,2850,2030,Pago Total,Quito Norte,Quito,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0043,201,164,1,1,0,0,0,Posterior,7,Si,Si,Parqueadero,Despejado,Si,No,,0.44,0,normal
SIN-00885,POL-00379,ASEG-00083,VEH-00153,COND-00316,PROV-0055,Vehiculos,Choque,2023-11-17,2023-11-18,520,470,0,Reserva,Manta,Manta,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0055,129,236,1,2,1,0,0,Posterior,10,Si,Si,Urbana,Noche seca,No,No,,0.1,0,normal
SIN-00886,POL-00033,ASEG-00209,VEH-00130,COND-00280,PROV-0006,Vehiculos,Danos Propios,2023-07-12,2023-07-13,4280,3800,3420,Cierre Sin Consecuencia,Machala,Machala,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0006,187,178,1,3,1,0,0,Posterior,7,No,No,Residencial,Despejado,No,No,,0.19,0,normal
SIN-00887,POL-00276,ASEG-00167,VEH-00070,COND-00014,PROV-0053,Vehiculos,Perdida Total por Robo,2025-10-20,2025-10-23,40280,36710,40280,Reserva,Loja,Loja,El auto amanecio golpeado y no hay registro de camaras del lugar.,No,PROV-0053,289,76,3,4,2,1,3,Robo,10,No,No,Parqueadero,Neblina,Si,No,CLON-02,0.9,1,alto
SIN-00888,POL-00491,ASEG-00046,VEH-00278,COND-00125,PROV-0049,Vehiculos,Responsabilidad Civil,2023-11-12,2023-11-17,5350,5710,3210,Negativa,Guayaquil Centro,Guayaquil,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0049,303,62,5,2,1,0,2,Posterior,5,Si,No,Parqueadero,Noche seca,No,No,,0.17,0,normal
SIN-00889,POL-00240,ASEG-00074,VEH-00385,COND-00340,PROV-0022,Vehiculos,Responsabilidad Civil,2026-03-27,2026-03-28,260,320,100,Pago Total,Quito Norte,Quito,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,No,PROV-0022,228,137,1,5,2,0,1,Lateral,2,No,No aplica,Perimetral,Despejado,No,No,,0.51,0,normal
SIN-00890,POL-00255,ASEG-00347,VEH-00069,COND-00406,PROV-0051,Vehiculos,Danos Propios,2025-08-16,2025-08-17,5650,6590,2260,Pago Total,Quito Centro,Quito,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0051,252,113,1,4,3,1,1,Volcadura,12,No,No aplica,Urbana,Despejado,No,No,,0.49,0,normal
SIN-00891,POL-00021,ASEG-00306,VEH-00065,COND-00284,PROV-0039,Vehiculos,Choque,2026-06-21,2026-06-22,4610,3800,3690,Liquidado,Quito Sur,Quito,El reclamo incluye factura emitida el mismo dia del evento y documentos entregados parcialmente.,Si,PROV-0039,356,9,1,3,4,2,0,Estacionado,6,Si,No,Parqueadero,Despejado,No,No,,0.08,0,medio
SIN-00892,POL-00349,ASEG-00087,VEH-00023,COND-00182,PROV-0031,Vehiculos,Choque,2023-08-23,2023-08-23,14480,14940,14480,Cierre Sin Consecuencia,Guayaquil Centro,Guayaquil,El robo total ocurrio dias antes del vencimiento y la denuncia fue posterior.,Si,PROV-0031,23,342,0,0,0,0,0,Posterior,11,No,No aplica,Interprovincial,Lluvia,No,No,CLON-03,0.82,0,medio
SIN-00893,POL-00402,ASEG-00094,VEH-00216,COND-00025,PROV-0035,Vehiculos,Choque,2026-04-09,2026-04-09,11230,9910,0,Pago Parcial,Guayaquil Norte,Guayaquil,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0035,221,144,0,2,4,0,1,Estacionado,16,Si,No aplica,Residencial,Despejado,No,No,,0.29,0,normal
SIN-00894,POL-00096,ASEG-00026,VEH-00356,COND-00231,PROV-0035,Vehiculos,Danos Propios,2026-04-26,2026-04-27,9430,8270,7550,Liquidado,Quito Centro,Quito,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0035,257,108,1,0,3,0,0,Posterior,15,Si,No aplica,Perimetral,Lluvia,No,No,,0.5,0,normal
SIN-00895,POL-00054,ASEG-00302,VEH-00061,COND-00367,PROV-0034,Vehiculos,Responsabilidad Civil,2025-12-30,2025-12-31,460,530,190,Liquidado,Guayaquil Centro,Guayaquil,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0034,306,59,1,5,3,1,1,Lateral,11,No,No,Perimetral,Neblina,No,No,,0.56,0,normal
SIN-00896,POL-00506,ASEG-00135,VEH-00211,COND-00146,PROV-0006,Vehiculos,Choque,2024-12-14,2024-12-16,1220,1450,1220,Cierre Sin Consecuencia,Guayaquil Norte,Guayaquil,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0006,134,231,2,0,4,1,0,Posterior,17,Si,Si,Interprovincial,Despejado,No,No,,0.08,0,normal
SIN-00897,POL-00415,ASEG-00058,VEH-00213,COND-00005,PROV-0032,Vehiculos,Responsabilidad Civil,2023-02-24,2023-02-27,5550,4770,0,Pago Total,Machala,Machala,El vehiculo fue encontrado con danos al amanecer. No se identifica tercero responsable.,Si,PROV-0032,43,322,3,0,0,0,0,Posterior,19,Si,Si,Perimetral,Lluvia,No,No,,0.46,0,medio
SIN-00898,POL-00478,ASEG-00165,VEH-00132,COND-00354,PROV-0014,Vehiculos,Choque,2024-06-22,2024-06-22,2360,2200,0,Pago Parcial,Quito Norte,Quito,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0014,258,107,0,4,3,0,0,Lateral,9,No,No,Parqueadero,Noche lluvia,No,No,,0.08,0,normal
SIN-00899,POL-00411,ASEG-00303,VEH-00275,COND-00463,PROV-0029,Vehiculos,Robo Parcial,2024-10-01,2024-10-05,4460,4060,3570,Pago Total,Quito Norte,Quito,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0029,159,206,4,2,1,0,2,Robo,17,Si,Si,Interprovincial,Lluvia,No,No,,0.08,0,normal
SIN-00900,POL-00230,ASEG-00002,VEH-00292,COND-00343,PROV-0035,Vehiculos,Responsabilidad Civil,2026-07-15,2026-07-22,6560,6800,0,Liquidado,Guayaquil Norte,Guayaquil,El vehiculo fue encontrado con danos al amanecer. No se identifica tercero responsable.,No,PROV-0035,256,109,7,2,2,3,0,Lateral,6,Si,No,Perimetral,Noche seca,No,No,,0.19,1,medio
SIN-00901,POL-00351,ASEG-00116,,,PROV-0001,Accidentes Personales,Accidente Personal,2025-04-04,2025-04-08,1050,990,630,Reserva,Machala,Machala,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0001,111,254,4,2,0,0,0,Estacionado,13,Si,No,Parqueadero,Neblina,No,No,,0.37,0,normal
SIN-00902,POL-00457,ASEG-00243,VEH-00002,COND-00258,PROV-0017,Vehiculos,Choque,2023-05-16,2023-05-18,5320,5620,5320,Pago Parcial,Cuenca,Cuenca,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0017,112,253,2,1,1,0,0,Multiple,1,No,Si,Perimetral,Noche lluvia,No,No,,0.24,0,normal
SIN-00903,POL-00204,ASEG-00273,VEH-00120,COND-00383,PROV-0012,Vehiculos,Choque,2025-11-10,2025-11-14,1290,1230,1030,Pago Parcial,Loja,Loja,Se reporta choque nocturno con danos moderados. No hay fotografias del momento del accidente.,Si,PROV-0012,347,18,4,1,1,1,1,Multiple,22,No,No aplica,Urbana,Noche lluvia,Si,No,,0.52,0,medio
SIN-00904,POL-00299,ASEG-00054,VEH-00305,COND-00362,PROV-0021,Vehiculos,Responsabilidad Civil,2024-02-06,2024-02-08,2340,2830,930,Pago Parcial,Cuenca,Cuenca,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0021,300,65,2,3,2,0,0,Frontal,19,Si,No,Perimetral,Noche seca,No,No,,0.58,0,normal
SIN-00905,POL-00111,ASEG-00336,VEH-00056,COND-00156,PROV-0019,Vehiculos,Danos Propios,2025-01-27,2025-01-30,4070,4410,2440,Pago Total,Quito Centro,Quito,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0019,282,83,3,4,4,2,3,Estacionado,19,Si,No,Interprovincial,Neblina,No,No,,0.5,0,normal
SIN-00906,POL-00329,ASEG-00311,VEH-00027,COND-00098,PROV-0004,Vehiculos,Cristales,2023-09-13,2023-09-14,1620,1460,0,Reserva,Guayaquil Centro,Guayaquil,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0004,194,171,1,3,3,0,1,Posterior,12,Si,Si,Parqueadero,Lluvia,No,No,,0.49,0,normal
SIN-00907,POL-00324,ASEG-00032,VEH-00111,COND-00224,PROV-0026,Vehiculos,Robo Parcial,2025-06-13,2025-06-16,4800,4490,1920,Pago Parcial,Manta,Manta,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0026,243,122,3,3,1,1,0,Robo,17,Si,No,Urbana,Noche seca,No,No,,0.38,0,normal
SIN-00908,POL-00401,ASEG-00341,VEH-00109,COND-00016,PROV-0007,Vehiculos,Choque,2025-06-18,2025-06-19,2470,2640,0,Pago Total,Guayaquil Sur,Guayaquil,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0007,71,294,1,0,0,0,0,Posterior,21,Si,Si,Perimetral,Noche seca,No,No,,0.25,0,normal
SIN-00909,POL-00486,ASEG-00303,VEH-00168,COND-00245,PROV-0025,Vehiculos,Choque,2025-03-30,2025-03-31,1080,1200,0,Anticipo,Quito Centro,Quito,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0025,276,89,1,4,3,1,1,Posterior,0,No,No,Parqueadero,Neblina,No,No,,0.57,0,normal
SIN-00910,POL-00229,ASEG-00295,VEH-00211,COND-00468,PROV-0002,Vehiculos,Responsabilidad Civil,2023-11-11,2023-11-12,3550,3330,2130,Reserva,Guayaquil Norte,Guayaquil,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0002,223,142,1,3,3,0,0,Lateral,11,No,Si,Residencial,Neblina,No,No,,0.41,0,normal
SIN-00911,POL-00340,ASEG-00111,,,PROV-0048,Generales,Accidente Personal,2025-09-08,2025-09-12,4040,4360,1610,Reserva,Quito Norte,Quito,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0048,162,203,4,2,0,0,0,Frontal,17,No,No,Perimetral,Noche lluvia,No,No,,0.19,0,normal
SIN-00912,POL-00151,ASEG-00058,VEH-00047,COND-00444,PROV-0019,Vehiculos,Danos Propios,2026-04-25,2026-04-26,3270,3140,1960,Pago Parcial,Machala,Machala,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0019,296,69,1,3,1,1,2,Estacionado,7,Si,Si,Interprovincial,Noche lluvia,No,No,,0.11,0,normal
